project_id,client_id,client_name,sector,service_line,start_date,planned_end_date,actual_end_date,status,complexity,team_size,senior_staff_count,junior_staff_count,contract_value_ngn,actual_cost_ngn,delay_days,cost_overrun_pct,client_satisfaction_score,renewed_within_12m,acquisition_channel
P1036,C-FAI-Client-08,FAI-Client-08,Finance and Insurance,Market & Social Research,2025-06-01,2026-02-01,,Ongoing,High,9,4,5,194360000.0,,,,,Too Recent,Referral
P1791,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Digital Transformation,2025-06-01,2025-09-01,2025-11-22,Completed,Medium,7,2,5,38800000.0,56960000.0,82.0,0.468,2.2,Too Recent,Referral
P0216,C-A-Client-06,A-Client-06,Agriculture,Strategic Planning,2025-06-02,2025-07-02,2025-07-03,Completed,Low,4,1,3,3520000.0,3660000.0,1.0,0.04,4.2,Too Recent,Competitive Tender
P1786,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Data Visualization & Analytics,2025-06-02,2025-10-02,2025-10-04,Completed,High,13,5,8,124160000.0,126270000.0,2.0,0.017,4.7,Too Recent,Referral
P1776,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Digital Transformation,2025-06-02,2025-10-02,2025-12-27,Completed,Medium,7,3,4,56010000.0,80090000.0,86.0,0.43,2.1,Too Recent,Competitive Tender
P1206,C-PS-Client-07,PS-Client-07,Public Sector,Data Visualization & Analytics,2025-06-02,2025-10-02,2025-10-05,Completed,Medium,8,2,6,42520000.0,43580000.0,3.0,0.025,4.0,Too Recent,Repeat Client
P0534,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Stakeholder Engagement,2025-06-03,2025-11-03,2025-11-20,Completed,Medium,6,2,4,58060000.0,61660000.0,17.0,0.062,4.0,Too Recent,Repeat Client
P1781,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Stakeholder Engagement,2025-06-03,2025-07-03,2025-07-07,Completed,Low,4,2,2,6040000.0,6880000.0,4.0,0.139,4.4,Too Recent,Referral
P1784,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Digital Transformation,2025-06-03,2025-09-03,2025-09-07,Completed,Low,2,1,1,9750000.0,10290000.0,4.0,0.055,4.1,Too Recent,Repeat Client
P1381,C-CEAT-Client-02,CEAT-Client-02,Creative Economy and Tourism,Data Visualization & Analytics,2025-06-04,2025-08-04,2025-08-04,Completed,Low,4,2,2,7520000.0,7520000.0,0.0,0.0,3.8,Too Recent,Repeat Client
P0539,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Political Risk Management,2025-06-04,2025-11-04,2025-11-06,Completed,Medium,5,2,3,54170000.0,55040000.0,2.0,0.016,4.2,Too Recent,Repeat Client
P1798,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Strategic Planning,2025-06-05,2025-11-05,2025-11-09,Completed,Medium,7,2,5,54160000.0,55510000.0,4.0,0.025,4.5,Too Recent,Repeat Client
P1779,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Stakeholder Engagement,2025-06-05,2025-09-05,2025-09-06,Completed,Medium,6,2,4,35960000.0,36320000.0,1.0,0.01,3.9,Too Recent,Repeat Client
P1038,C-FAI-Client-06,FAI-Client-06,Finance and Insurance,Stakeholder Engagement,2025-06-05,2025-11-05,2025-11-09,Completed,High,9,2,7,113640000.0,117280000.0,4.0,0.032,3.5,Too Recent,Referral
P0819,C-E-Client-10,E-Client-10,Energy,Strategic Planning,2025-06-05,2025-08-05,2025-08-09,Completed,Medium,4,1,3,15860000.0,16750000.0,4.0,0.056,4.0,Too Recent,Direct Outreach
P1794,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Strategic Planning,2025-06-05,2025-09-05,2025-10-25,Completed,Medium,4,2,2,18930000.0,24610000.0,50.0,0.3,3.0,Too Recent,Repeat Client
P1799,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Political Risk Management,2025-06-06,2025-07-06,2025-07-08,Completed,Low,4,1,3,5830000.0,6110000.0,2.0,0.048,4.1,Too Recent,Repeat Client
P0530,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Market & Social Research,2025-06-06,2025-09-06,2025-09-28,Completed,Low,3,1,2,15120000.0,18950000.0,22.0,0.253,2.9,Too Recent,Repeat Client
P1796,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Political Risk Management,2025-06-07,2025-11-07,2025-11-07,Completed,Medium,5,2,3,37290000.0,37290000.0,0.0,0.0,4.4,Too Recent,Repeat Client
P0540,C-CACM-Client-07,CACM-Client-07,Climate and Carbon Markets,Political Risk Management,2025-06-08,2025-10-08,2025-11-24,Completed,Medium,6,2,4,45790000.0,55730000.0,47.0,0.217,3.3,Too Recent,Repeat Client
P1037,C-FAI-Client-05,FAI-Client-05,Finance and Insurance,Market & Social Research,2025-06-08,2025-08-08,2025-08-08,Completed,Medium,8,3,5,30160000.0,30160000.0,0.0,0.0,4.3,Too Recent,Repeat Client
P0533,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Digital Transformation,2025-06-08,2025-08-08,2025-08-12,Completed,Low,2,1,1,6140000.0,6480000.0,4.0,0.056,4.4,Too Recent,Direct Outreach
P0821,C-E-Client-08,E-Client-08,Energy,Stakeholder Engagement,2025-06-09,2025-08-09,2025-08-10,Completed,Low,4,2,2,11400000.0,11590000.0,1.0,0.017,3.7,Too Recent,Repeat Client
P0531,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Stakeholder Engagement,2025-06-10,2025-09-10,2025-09-10,Completed,Medium,7,2,5,45380000.0,45380000.0,0.0,0.0,4.6,Too Recent,Competitive Tender
P1380,C-CEAT-Client-03,CEAT-Client-03,Creative Economy and Tourism,Stakeholder Engagement,2025-06-10,2025-08-10,2025-08-10,Completed,Low,4,1,3,6800000.0,6800000.0,0.0,0.0,4.5,Too Recent,Repeat Client
P0526,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Digital Transformation,2025-06-10,2025-08-10,2025-08-11,Completed,Low,2,1,1,6920000.0,7040000.0,1.0,0.018,4.8,Too Recent,Referral
P0538,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Digital Transformation,2025-06-10,2025-07-10,2025-07-14,Completed,Low,2,1,1,3370000.0,3790000.0,4.0,0.126,3.4,Too Recent,Repeat Client
P1801,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Strategic Planning,2025-06-10,2025-11-10,2025-11-11,Completed,Medium,4,1,3,39770000.0,39930000.0,1.0,0.004,4.1,Too Recent,Repeat Client
P0528,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Digital Transformation,2025-06-12,2026-03-12,,Ongoing,High,13,4,9,295150000.0,,,,,Too Recent,Direct Outreach
P0823,C-E-Client-01,E-Client-01,Energy,Political Risk Management,2025-06-13,2025-11-13,2026-03-05,Completed,High,13,3,10,163200000.0,205960000.0,112.0,0.262,2.4,Too Recent,Competitive Tender
P1792,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Stakeholder Engagement,2025-06-13,2026-03-13,,Ongoing,High,14,5,9,265220000.0,,,,,Too Recent,Repeat Client
P1034,C-FAI-Client-07,FAI-Client-07,Finance and Insurance,Data Visualization & Analytics,2025-06-13,2025-09-13,2025-10-31,Completed,Medium,8,2,6,51910000.0,63850000.0,48.0,0.23,3.2,Too Recent,Repeat Client
P1780,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Stakeholder Engagement,2025-06-14,2025-10-14,2025-10-16,Completed,Medium,8,2,6,53020000.0,53920000.0,2.0,0.017,4.5,Too Recent,Repeat Client
P0532,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Political Risk Management,2025-06-14,2025-11-14,2025-11-14,Completed,Medium,8,4,4,72760000.0,72760000.0,0.0,0.0,4.3,Too Recent,Referral
P1782,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Digital Transformation,2025-06-14,2025-08-14,2025-08-17,Completed,Low,2,1,1,5750000.0,6050000.0,3.0,0.053,4.4,Too Recent,Repeat Client
P0529,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Political Risk Management,2025-06-14,2026-01-14,,Ongoing,High,9,3,6,157730000.0,,,,,Too Recent,Repeat Client
P1778,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Data Visualization & Analytics,2025-06-15,2026-01-15,,Ongoing,High,8,2,6,103340000.0,,,,,Too Recent,Direct Outreach
P0219,C-A-Client-07,A-Client-07,Agriculture,Digital Transformation,2025-06-16,2025-08-16,2025-08-17,Completed,Low,3,1,2,5640000.0,5760000.0,1.0,0.021,4.7,Too Recent,Repeat Client
P1800,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Market & Social Research,2025-06-16,2025-08-16,2025-08-20,Completed,Medium,7,3,4,24860000.0,26230000.0,4.0,0.055,3.9,Too Recent,Competitive Tender
P0818,C-E-Client-07,E-Client-07,Energy,Market & Social Research,2025-06-17,2025-08-17,2025-09-16,Completed,Low,2,1,1,6390000.0,7860000.0,30.0,0.23,4.0,Too Recent,Repeat Client
P1032,C-FAI-Client-07,FAI-Client-07,Finance and Insurance,Data Visualization & Analytics,2025-06-18,2025-09-18,2025-09-18,Completed,Medium,7,2,5,42550000.0,42550000.0,0.0,0.0,4.7,Too Recent,Competitive Tender
P1790,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Strategic Planning,2025-06-18,2025-07-18,2025-07-19,Completed,Low,2,1,1,2620000.0,2710000.0,1.0,0.036,4.7,Too Recent,Repeat Client
P0541,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Data Visualization & Analytics,2025-06-18,2025-10-18,2025-10-18,Completed,Medium,6,2,4,45130000.0,45130000.0,0.0,0.0,4.3,Too Recent,Repeat Client
P1787,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Data Visualization & Analytics,2025-06-19,2025-11-19,2025-11-19,Completed,Medium,7,3,4,65730000.0,65730000.0,0.0,0.0,4.3,Too Recent,Repeat Client
P1033,C-FAI-Client-09,FAI-Client-09,Finance and Insurance,Data Visualization & Analytics,2025-06-19,2025-09-19,2025-09-20,Completed,Low,2,1,1,9350000.0,9430000.0,1.0,0.009,4.2,Too Recent,Referral
P0822,C-E-Client-03,E-Client-03,Energy,Data Visualization & Analytics,2025-06-20,2025-08-20,2025-08-20,Completed,Low,2,1,1,7020000.0,7020000.0,0.0,0.0,4.1,Too Recent,Repeat Client
P1774,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Data Visualization & Analytics,2025-06-20,2025-08-20,2025-08-21,Completed,Low,2,1,1,5590000.0,5660000.0,1.0,0.012,4.1,Too Recent,Repeat Client
P1775,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Strategic Planning,2025-06-20,2025-09-20,2025-12-12,Completed,Medium,7,3,4,35700000.0,57120000.0,83.0,0.6,1.8,Too Recent,Repeat Client
P1205,C-PS-Client-08,PS-Client-08,Public Sector,Digital Transformation,2025-06-21,2025-08-21,2025-08-21,Completed,Low,2,1,1,4040000.0,4040000.0,0.0,0.0,4.1,Too Recent,Direct Outreach
P1785,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Political Risk Management,2025-06-22,2025-08-22,2025-08-22,Completed,Low,2,1,1,6450000.0,6450000.0,0.0,0.0,4.5,Too Recent,Repeat Client
P0536,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Stakeholder Engagement,2025-06-22,2025-08-22,,Cancelled,Medium,4,1,3,12340000.0,12720000.0,,,,N/A,Repeat Client
P0527,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Strategic Planning,2025-06-22,2025-08-22,,Cancelled,Low,4,2,2,11030000.0,11270000.0,,,,N/A,Referral
P1777,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Data Visualization & Analytics,2025-06-22,2025-09-22,2025-09-26,Completed,Medium,7,2,5,35470000.0,36430000.0,4.0,0.027,4.1,Too Recent,Repeat Client
P1783,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Stakeholder Engagement,2025-06-24,2025-10-24,2025-10-28,Completed,Medium,6,2,4,36300000.0,37460000.0,4.0,0.032,3.9,Too Recent,Competitive Tender
P0218,C-A-Client-03,A-Client-03,Agriculture,Strategic Planning,2025-06-24,2025-07-24,2025-07-26,Completed,Low,3,1,2,2980000.0,3160000.0,2.0,0.061,4.0,Too Recent,Repeat Client
P0535,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Political Risk Management,2025-06-24,2025-07-24,2025-07-24,Completed,Low,2,1,1,3280000.0,3280000.0,0.0,0.0,4.2,Too Recent,Repeat Client
P0537,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Data Visualization & Analytics,2025-06-24,2025-09-24,2025-12-08,Completed,Medium,7,3,4,38160000.0,55710000.0,75.0,0.46,2.6,Too Recent,Referral
P1789,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Political Risk Management,2025-06-24,2025-09-24,2025-09-25,Completed,Low,3,1,2,14110000.0,14250000.0,1.0,0.01,4.5,Too Recent,Referral
P0820,C-E-Client-06,E-Client-06,Energy,Political Risk Management,2025-06-26,2025-12-26,2025-12-27,Completed,High,15,5,10,232080000.0,233470000.0,1.0,0.006,3.8,Too Recent,Referral
P1207,C-PS-Client-05,PS-Client-05,Public Sector,Stakeholder Engagement,2025-06-26,2025-08-26,2025-08-27,Completed,Medium,8,2,6,22310000.0,22670000.0,1.0,0.016,4.0,Too Recent,Referral
P1035,C-FAI-Client-08,FAI-Client-08,Finance and Insurance,Stakeholder Engagement,2025-06-27,2025-10-27,2025-10-30,Completed,Medium,7,3,4,60990000.0,61900000.0,3.0,0.015,4.3,Too Recent,Referral
P1795,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Strategic Planning,2025-06-27,2025-07-27,2025-07-28,Completed,Low,4,1,3,5350000.0,5560000.0,1.0,0.04,4.4,Too Recent,Repeat Client
P1793,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Strategic Planning,2025-06-27,2025-10-27,2025-10-28,Completed,Medium,7,3,4,49460000.0,49810000.0,1.0,0.007,5.0,Too Recent,Competitive Tender
P1797,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Political Risk Management,2025-06-27,2025-09-27,2025-09-29,Completed,Medium,4,2,2,17620000.0,18060000.0,2.0,0.025,4.2,Too Recent,Repeat Client
P0217,C-A-Client-08,A-Client-08,Agriculture,Strategic Planning,2025-06-28,2026-01-28,,Ongoing,High,8,2,6,99870000.0,,,,,Too Recent,Referral
P1788,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Strategic Planning,2025-06-28,2025-11-28,2025-12-02,Completed,High,10,2,8,90320000.0,93120000.0,4.0,0.031,4.1,Too Recent,Repeat Client
P1208,C-PS-Client-05,PS-Client-05,Public Sector,Strategic Planning,2025-07-02,2025-10-02,2025-11-04,Completed,Low,2,1,1,6090000.0,7870000.0,33.0,0.293,2.8,Too Recent,Repeat Client
P0551,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Political Risk Management,2025-07-02,2025-11-02,2025-11-24,Completed,High,7,1,6,65010000.0,75870000.0,22.0,0.167,3.6,Too Recent,Repeat Client
P0554,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Strategic Planning,2025-07-02,2025-12-02,2025-12-06,Completed,Medium,7,3,4,56130000.0,57080000.0,4.0,0.017,4.3,Too Recent,Repeat Client
P0223,C-A-Client-02,A-Client-02,Agriculture,Political Risk Management,2025-07-03,2026-02-03,,Ongoing,High,8,3,5,84970000.0,,,,,Too Recent,Repeat Client
P0222,C-A-Client-04,A-Client-04,Agriculture,Digital Transformation,2025-07-03,2025-10-03,2025-10-07,Completed,Medium,6,1,5,25580000.0,26350000.0,4.0,0.03,4.2,Too Recent,Repeat Client
P0220,C-A-Client-07,A-Client-07,Agriculture,Data Visualization & Analytics,2025-07-03,2025-11-03,2025-11-06,Completed,Medium,8,4,4,46690000.0,47530000.0,3.0,0.018,4.2,Too Recent,Referral
P1802,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Political Risk Management,2025-07-04,2026-04-04,,Ongoing,High,13,4,9,228610000.0,,,,,Too Recent,Direct Outreach
P0558,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Market & Social Research,2025-07-04,2025-08-04,2025-08-08,Completed,Low,4,2,2,6090000.0,6940000.0,4.0,0.139,4.1,Too Recent,Repeat Client
P0553,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Data Visualization & Analytics,2025-07-05,2025-08-05,2025-08-09,Completed,Low,2,1,1,2790000.0,3100000.0,4.0,0.112,3.8,Too Recent,Competitive Tender
P0545,C-CACM-Client-07,CACM-Client-07,Climate and Carbon Markets,Data Visualization & Analytics,2025-07-05,2025-08-05,2025-08-05,Completed,Low,3,1,2,4240000.0,4240000.0,0.0,0.0,4.7,Too Recent,Repeat Client
P0552,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Digital Transformation,2025-07-05,2025-10-05,2025-10-05,Completed,Low,2,1,1,8130000.0,8130000.0,0.0,0.0,4.9,Too Recent,Competitive Tender
P0546,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Political Risk Management,2025-07-05,2025-08-05,2025-08-05,Completed,Low,3,1,2,3810000.0,3810000.0,0.0,0.0,4.1,Too Recent,Referral
P0827,C-E-Client-08,E-Client-08,Energy,Data Visualization & Analytics,2025-07-05,2025-09-05,2025-09-09,Completed,Low,4,2,2,12890000.0,13770000.0,4.0,0.068,3.7,Too Recent,Repeat Client
P1809,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Political Risk Management,2025-07-06,2025-09-06,2025-09-08,Completed,Low,4,2,2,10960000.0,11180000.0,2.0,0.02,4.5,Too Recent,Competitive Tender
P0224,C-A-Client-01,A-Client-01,Agriculture,Data Visualization & Analytics,2025-07-06,2025-11-06,2025-11-10,Completed,Medium,4,1,3,23240000.0,24100000.0,4.0,0.037,4.3,Too Recent,Direct Outreach
P1209,C-PS-Client-04,PS-Client-04,Public Sector,Stakeholder Engagement,2025-07-07,2025-09-07,2025-09-07,Completed,Medium,4,1,3,12080000.0,12080000.0,0.0,0.0,4.5,Too Recent,Direct Outreach
P0826,C-E-Client-02,E-Client-02,Energy,Market & Social Research,2025-07-09,2025-09-09,2025-09-19,Completed,Low,4,2,2,10920000.0,12220000.0,10.0,0.119,3.8,Too Recent,Direct Outreach
P1812,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Political Risk Management,2025-07-10,2025-10-10,2025-10-13,Completed,Low,4,1,3,14450000.0,14880000.0,3.0,0.03,4.1,Too Recent,Repeat Client
P0824,C-E-Client-08,E-Client-08,Energy,Data Visualization & Analytics,2025-07-11,2025-10-11,2025-12-05,Completed,Medium,4,1,3,21010000.0,29270000.0,55.0,0.393,2.9,Too Recent,Repeat Client
P1810,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Stakeholder Engagement,2025-07-12,2025-12-12,2025-12-13,Completed,Medium,5,2,3,36710000.0,36890000.0,1.0,0.005,4.2,Too Recent,Referral
P0825,C-E-Client-05,E-Client-05,Energy,Data Visualization & Analytics,2025-07-12,2025-11-12,2025-11-14,Completed,High,12,5,7,123000000.0,124970000.0,2.0,0.016,4.5,Too Recent,Repeat Client
P0544,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Digital Transformation,2025-07-14,2025-09-14,2025-09-15,Completed,Medium,8,3,5,33840000.0,34550000.0,1.0,0.021,4.5,Too Recent,Repeat Client
P1383,C-CEAT-Client-07,CEAT-Client-07,Creative Economy and Tourism,Market & Social Research,2025-07-15,2025-12-15,2026-01-31,Completed,Medium,8,2,6,46840000.0,54010000.0,47.0,0.153,2.8,Too Recent,Referral
P0543,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Data Visualization & Analytics,2025-07-16,2025-11-16,2025-11-17,Completed,Medium,5,1,4,43240000.0,43630000.0,1.0,0.009,4.6,Too Recent,Repeat Client
P1804,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Market & Social Research,2025-07-16,2025-12-16,2025-12-17,Completed,Medium,7,2,5,58920000.0,59160000.0,1.0,0.004,4.6,Too Recent,Referral
P0556,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Strategic Planning,2025-07-17,2025-10-17,2025-10-19,Completed,Low,3,1,2,15490000.0,15720000.0,2.0,0.015,3.8,Too Recent,Repeat Client
P0542,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Digital Transformation,2025-07-17,2025-09-17,2025-09-19,Completed,Low,3,1,2,10490000.0,10710000.0,2.0,0.021,3.8,Too Recent,Referral
P0557,C-CACM-Client-07,CACM-Client-07,Climate and Carbon Markets,Market & Social Research,2025-07-17,2025-10-17,2025-10-21,Completed,Low,4,2,2,19930000.0,20990000.0,4.0,0.053,4.1,Too Recent,Repeat Client
P0555,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Strategic Planning,2025-07-18,2025-10-18,2025-10-21,Completed,Low,3,1,2,11990000.0,12310000.0,3.0,0.027,4.4,Too Recent,Referral
P1382,C-CEAT-Client-05,CEAT-Client-05,Creative Economy and Tourism,Stakeholder Engagement,2025-07-18,2025-10-18,2025-10-19,Completed,Low,2,1,1,4930000.0,4990000.0,1.0,0.012,4.8,Too Recent,Referral
P0550,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Stakeholder Engagement,2025-07-18,2025-09-18,2025-10-21,Completed,Low,2,1,1,5150000.0,7440000.0,33.0,0.444,2.6,Too Recent,Repeat Client
P1806,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Data Visualization & Analytics,2025-07-19,2025-09-19,2025-09-21,Completed,Low,4,1,3,11910000.0,12240000.0,2.0,0.028,4.4,Too Recent,Competitive Tender
P0547,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Data Visualization & Analytics,2025-07-19,2025-10-19,2025-10-21,Completed,Medium,7,2,5,37410000.0,38420000.0,2.0,0.027,4.3,Too Recent,Competitive Tender
P1384,C-CEAT-Client-03,CEAT-Client-03,Creative Economy and Tourism,Political Risk Management,2025-07-20,2025-10-20,2025-10-22,Completed,Medium,8,4,4,31150000.0,31620000.0,2.0,0.015,4.4,Too Recent,Repeat Client
P1808,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Strategic Planning,2025-07-20,2025-11-20,2025-11-20,Completed,Medium,7,2,5,43580000.0,43580000.0,0.0,0.0,5.0,Too Recent,Direct Outreach
P0221,C-A-Client-01,A-Client-01,Agriculture,Stakeholder Engagement,2025-07-21,2025-12-21,2025-12-23,Completed,Medium,8,2,6,59830000.0,60790000.0,2.0,0.016,4.0,Too Recent,Direct Outreach
P1807,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Political Risk Management,2025-07-21,2025-12-21,2025-12-24,Completed,Medium,7,3,4,55970000.0,56810000.0,3.0,0.015,3.2,Too Recent,Direct Outreach
P1811,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Market & Social Research,2025-07-22,2025-09-22,2025-09-22,Completed,Low,4,1,3,12780000.0,12780000.0,0.0,0.0,4.8,Too Recent,Repeat Client
P1039,C-FAI-Client-04,FAI-Client-04,Finance and Insurance,Political Risk Management,2025-07-23,2025-08-23,2025-10-08,Completed,Low,4,1,3,7550000.0,11090000.0,46.0,0.469,2.3,Too Recent,Referral
P1805,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Political Risk Management,2025-07-23,2025-11-23,2026-03-28,Completed,High,15,7,8,136270000.0,206720000.0,125.0,0.517,1.9,Too Recent,Repeat Client
P0549,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Digital Transformation,2025-07-24,2026-01-24,,Ongoing,High,9,3,6,142700000.0,,,,,Too Recent,Repeat Client
P1803,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Strategic Planning,2025-07-24,2026-03-24,,Ongoing,High,15,7,8,237520000.0,,,,,Too Recent,Repeat Client
P0548,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Market & Social Research,2025-07-25,2025-12-25,2026-03-19,Completed,Medium,7,2,5,74140000.0,105500000.0,84.0,0.423,2.5,Too Recent,Direct Outreach
P0566,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Data Visualization & Analytics,2025-08-02,2026-01-02,,Ongoing,High,10,4,6,126470000.0,,,,,Too Recent,Repeat Client
P0567,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Market & Social Research,2025-08-02,2025-10-02,2025-11-13,Completed,Medium,6,2,4,19280000.0,29230000.0,42.0,0.516,2.5,Too Recent,Repeat Client
P1825,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Digital Transformation,2025-08-02,2025-11-02,2025-11-05,Completed,Low,2,1,1,9050000.0,9320000.0,3.0,0.03,4.0,Too Recent,Repeat Client
P0829,C-E-Client-04,E-Client-04,Energy,Political Risk Management,2025-08-03,2025-11-03,2025-11-05,Completed,Medium,7,3,4,44290000.0,45530000.0,2.0,0.028,4.4,Too Recent,Referral
P0560,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Stakeholder Engagement,2025-08-03,2025-12-03,2025-12-05,Completed,Medium,7,2,5,44220000.0,44840000.0,2.0,0.014,4.1,Too Recent,Repeat Client
P1826,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Digital Transformation,2025-08-04,2025-11-04,2025-11-04,Completed,Medium,6,3,3,30410000.0,30410000.0,0.0,0.0,4.3,Too Recent,Repeat Client
P0569,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Data Visualization & Analytics,2025-08-05,2026-05-05,,Ongoing,High,13,5,8,273240000.0,,,,,Too Recent,Repeat Client
P1815,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Strategic Planning,2025-08-06,2025-11-06,2025-11-09,Completed,Medium,5,2,3,24740000.0,25560000.0,3.0,0.033,4.7,Too Recent,Competitive Tender
P1817,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Data Visualization & Analytics,2025-08-07,2026-04-07,,Ongoing,High,7,2,5,110540000.0,,,,,Too Recent,Repeat Client
P0559,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Political Risk Management,2025-08-07,2025-12-07,2025-12-07,Completed,Medium,6,2,4,49570000.0,49570000.0,0.0,0.0,4.0,Too Recent,Repeat Client
P1814,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Market & Social Research,2025-08-07,2025-12-07,2025-12-08,Completed,Medium,4,2,2,27070000.0,27210000.0,1.0,0.005,4.1,Too Recent,Referral
P1211,C-PS-Client-03,PS-Client-03,Public Sector,Stakeholder Engagement,2025-08-08,2025-11-08,2025-12-09,Completed,Low,4,1,3,12360000.0,15570000.0,31.0,0.26,3.0,Too Recent,Direct Outreach
P0561,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Digital Transformation,2025-08-08,2026-05-08,,Ongoing,High,10,3,7,190220000.0,,,,,Too Recent,Repeat Client
P1818,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Market & Social Research,2025-08-09,2025-10-09,2025-10-09,Completed,Low,4,2,2,11370000.0,11370000.0,0.0,0.0,4.0,Too Recent,Repeat Client
P0828,C-E-Client-10,E-Client-10,Energy,Digital Transformation,2025-08-09,2025-11-09,2025-11-10,Completed,Low,3,1,2,15290000.0,15500000.0,1.0,0.014,4.6,Too Recent,Repeat Client
P1827,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Digital Transformation,2025-08-10,2025-11-10,2025-11-14,Completed,Low,3,1,2,11040000.0,11390000.0,4.0,0.032,3.8,Too Recent,Repeat Client
